id,fdc_id,nutrient_id,amount,data_points,derivation_id,min,max,median,footnote,min_year_acquired
2241679,326698,1303,0.0,4,1,0.0,0.0,0.0,"",2003
2241697,326698,1089,1.59,15,1,1.31,1.8,1.63,"",2003
2241678,326698,1300,0.002,4,1,0.001,0.002,0.002,"",2003
2241666,326698,1259,0.0,4,1,0.0,0.0,0.0,"",2003
2241672,326698,1013,0.0,6,1,0.0,0.0,0.0,"",2003
2241694,326698,1062,254.0,"",49,"","","","",""
2241663,326698,1305,0.0,4,1,0.0,0.0,0.0,"",2003
2241669,326698,1127,0.08,6,1,0.05,0.11,0.09,"",2003
2241660,326698,1271,0.0,4,1,0.0,0.0,0.0,"",2003
2241703,326698,1404,0.444,4,1,0.4,0.47,0.452,"",2003
2241687,326698,1012,0.23,6,1,0.18,0.34,0.2,"",2003
2241690,326698,1166,0.066,9,1,0.03,0.089,0.081,"",2003
2241708,326698,1120,27.0,6,1,11.0,56.0,25.0,"",2003
2241717,326698,1257,0.01,"",4,"","","","",""
2241676,326698,1278,0.0,4,1,0.0,0.0,0.0,"",2003
2241698,326698,1090,47.7,15,1,44.5,50.7,47.7,"",2003
2241661,326698,1276,0.0,4,1,0.0,0.0,0.0,"",2003
2241712,326698,1316,0.424,4,1,0.391,0.453,0.426,"",2003
2241675,326698,1272,0.0,4,1,0.0,0.0,0.0,"",2003
2241711,326698,1315,0.916,4,1,0.892,0.958,0.907,"",2003
2241716,326698,1263,0.003,4,1,0.002,0.005,0.003,"",2003
2241657,326698,1129,0.0,6,1,0.0,0.0,0.0,"",2003
2241710,326698,1312,0.062,4,1,0.0,0.086,0.082,"",2003
2241670,326698,1130,0.0,6,1,0.0,0.0,0.0,"",2003
2241727,326698,1051,83.7,15,1,82.4,84.4,83.8,"",2003
2241682,326698,1333,0.0,4,1,0.0,0.0,0.0,"",2003
2241689,326698,1165,0.189,9,1,0.09,0.449,0.12,"",2003
2241688,326698,1162,0.4,6,1,0.0,0.7,0.4,"",2003
2241686,326698,1009,0.65,6,1,0.6,0.8,0.6,"",2003
2241680,326698,1184,0.0,6,1,0.0,0.0,0.0,"",2003
2241719,326698,1004,3.38,15,1,2.67,4.11,3.25,"",2003
2241665,326698,1321,0.0,4,1,0.0,0.002,0.0,"",2003
2241658,326698,1109,0.35,6,1,0.3,0.43,0.32,"",2003
2241695,326698,1075,0.52,6,1,0.0,1.1,0.47,"",2003
2241721,326698,1008,61.0,"",49,"","","","",""
2241700,326698,1093,1100.0,15,1,985.0,1270.0,1080.0,"",2003
2241681,326698,1323,0.0,4,1,0.0,0.001,0.0,"",2003
2241671,326698,1131,0.0,6,1,0.0,0.0,0.0,"",2003
2241722,326698,1010,0.2,6,1,0.07,0.48,0.18,"",2003
2241696,326698,1079,4.3,6,1,2.6,6.6,4.1,"",2013
2241704,326698,1405,0.022,4,1,0.0,0.03,0.03,"",2003
2241693,326698,1108,1.0,6,1,0.0,2.0,1.0,"",2003
2241699,326698,1091,108.0,15,1,98.0,118.0,106.0,"",2003
2241668,326698,1122,0.0,6,1,0.0,0.0,0.0,"",2003
2241659,326698,1406,0.0,4,1,0.0,0.0,0.0,"",2003
2241691,326698,1106,4.0,"",49,"","","","",""
2241662,326698,1299,0.002,4,1,0.001,0.003,0.002,"",2003
2241674,326698,1264,0.004,4,1,0.003,0.005,0.004,"",2003
13338496,326698,2047,69,"",1,"","","","",""
13338398,326698,2048,61,"",49,"","","","",""
2242253,326905,1108,0.0,8,1,0.0,0.0,0.0,"",2001
2242240,326905,1177,9.0,8,1,4.0,12.0,10.0,"",2001
2242278,326905,1220,0.07,3,1,0.065,0.074,0.071,"",2001
2242273,326905,1212,0.082,3,1,0.071,0.097,0.077,"",2001
2242246,326905,1093,10.0,8,1,7.0,14.0,10.0,"",2001
2242235,326905,1130,0.0,4,1,0.0,0.0,0.0,"",2001
2242294,326905,1050,62.8,"",4,"","","","",""
2242288,326905,1170,0.434,8,1,0.35,0.531,0.433,"",2001
2242268,326905,1087,162.0,8,1,152.0,168.0,164.0,"",2001
2242261,326905,1225,0.098,3,1,0.09,0.108,0.097,"",2001
2242286,326905,1129,0.0,4,1,0.0,0.0,0.0,"",2001
2242271,326905,1103,0.6,4,1,0.4,0.9,0.5,"",2001
2242238,326905,1165,0.085,8,1,0.05,0.123,0.079,"",2001
2242234,326905,1127,0.01,4,1,0.0,0.01,0.01,"",2001
2242292,326905,1082,1.5,8,1,0.7,2.5,1.3,"",2001
2242281,326905,1227,0.119,3,1,0.101,0.141,0.114,"",2001
2242284,326905,1126,0.37,4,1,0.16,0.64,0.34,"",2001
2242279,326905,1221,0.034,3,1,0.029,0.04,0.033,"",2001
2242267,326905,1051,30.0,8,1,28.2,32.2,30.2,"",2001
2242248,326905,1101,0.51,8,1,0.374,0.7,0.491,"",2001
2242266,326905,1014,0.0,8,1,0.0,0.0,0.0,"",2001
2242275,326905,1214,0.081,3,1,0.073,0.094,0.076,"",2001
2242269,326905,1092,680.0,8,1,581.0,773.0,683.0,"",2001
2242289,326905,1175,0.106,8,1,0.073,0.176,0.095,"",2001
2242287,326905,1167,0.619,8,1,0.531,0.714,0.62,"",2001
2242260,326905,1224,0.271,3,1,0.228,0.313,0.273,"",2001
2242250,326905,1185,15.6,8,1,11.4,20.0,15.6,"",2001
2242251,326905,1106,0.0,"",49,"","","","",""
2242237,326905,1162,1.2,8,1,0.2,3.0,0.7,"",2001
2242282,326905,1123,32.0,8,1,23.0,50.0,30.0,"",2001
2242225,326905,1005,63.9,"",49,"","","","",""
2242224,326905,1062,1040.0,"",49,"","","","",""
2242231,326905,1013,0.0,8,1,0.0,0.0,0.0,"",2001
2242230,326905,1012,22.9,8,1,22.1,23.6,23.1,"",2001
2242226,326905,1008,249.0,"",49,"","","","",""
2242229,326905,1009,5.07,1,1,"","",5.07,"",2001
2242227,326905,1003,3.3,"",49,2.42,4.22,3.17,"",""
2242228,326905,1007,1.86,8,1,1.6,2.07,1.9,"",2001
2242232,326905,1120,0.0,8,1,0.0,0.0,0.0,"",2001
2242290,326905,1002,0.53,8,1,0.39,0.68,0.51,"",2001
2242247,326905,1098,0.287,8,1,0.238,0.32,0.286,"",2001
2242277,326905,1219,0.113,3,1,0.097,0.135,0.106,"",2001
2242283,326905,1125,0.01,4,1,0.0,0.01,0.01,"",2001
2242241,326905,1075,0.13,8,1,0.0,0.57,0.04,"",2001
2242272,326905,1109,0.36,4,1,0.27,0.46,0.34,"",2001
2242255,326905,1211,0.078,3,1,0.069,0.086,0.078,"",2001
2242263,326905,1004,0.92,8,1,0.59,1.3,0.91,"",2001
2242270,326905,1095,0.66,8,1,0.44,0.95,0.61,"",2001
2242259,326905,1222,0.123,3,1,0.104,0.144,0.122,"",2001
2242265,326905,1011,24.8,8,1,23.7,25.9,24.6,"",2001
2242293,326905,1063,47.9,"",4,"","","","",""
2242243,326905,1089,2.03,8,1,1.7,2.78,1.98,"",2001
2242244,326905,1090,67.6,8,1,63.1,73.4,67.6,"",2001
2242291,326905,1084,8.3,8,1,6.7,9.2,8.3,"",2001
2242256,326905,1215,0.031,3,1,0.027,0.04,0.027,"",2001
2242280,326905,1223,0.618,3,1,0.389,0.871,0.594,"",2001
2242233,326905,1122,0.0,8,1,0.0,0.0,0.0,"",2001
2242242,326905,1079,9.8,"",4,"","","","",""
2242257,326905,1217,0.069,3,1,0.062,0.08,0.066,"",2001
2242254,326905,1210,0.019,3,1,0.015,0.026,0.016,"",2001
2242262,326905,1226,0.556,3,1,0.473,0.609,0.587,"",2001
2242239,326905,1166,0.082,8,1,0.05,0.106,0.085,"",2001
2242245,326905,1091,67.0,8,1,62.0,70.0,67.0,"",2001
2242236,326905,1131,0.0,4,1,0.0,0.0,0.0,"",2001
2242252,326905,1107,6.0,8,1,6.0,6.0,6.0,"",2001
2242285,326905,1128,0.02,4,1,0.0,0.05,0.02,"",2001
2242276,326905,1216,0.033,3,1,0.029,0.039,0.032,"",2001
2242258,326905,1218,0.037,3,1,0.034,0.043,0.035,"",2001
2242274,326905,1213,0.116,3,1,0.109,0.126,0.114,"",2001
2242249,326905,1184,0.0,8,1,0.0,0.0,0.0,"",2001
2242264,326905,1010,0.07,8,1,0.07,0.07,0.07,"",2001
2242665,327046,1051,83.9,8,1,82.6,85.1,84.0,"",2001
2242706,327046,1126,0.03,4,1,0.02,0.04,0.02,"",2001
2242701,327046,1128,0.0,4,1,0.0,0.0,0.0,"",2001
2242678,327046,1075,0.17,8,1,0.0,0.82,0.04,"",2001
2242723,327046,1211,0.043,4,1,0.037,0.05,0.042,"",2001
2242675,327046,1095,0.14,6,1,0.11,0.2,0.12,"",2001
2242663,327046,1007,0.63,8,1,0.46,0.72,0.66,"",2001
2242681,327046,1010,0.15,6,1,0.07,0.33,0.07,"",2001
2242674,327046,1093,5.0,6,1,2.0,8.0,5.0,"",2001
2242730,327046,1005,14.0,"",49,"","","","",""
2242673,327046,1092,198.0,7,1,105.0,314.0,130.0,"",2001
2242712,327046,1224,0.165,4,1,0.158,0.182,0.16,"",2001
2242697,327046,1170,0.206,6,1,0.131,0.28,0.215,"",2001
2242711,327046,1216,0.028,4,1,0.024,0.032,0.028,"",2001
2242708,327046,1103,0.2,5,1,0.1,0.3,0.3,"",2001
2242676,327046,1011,4.11,8,1,3.8,4.54,3.99,"",2001
2242666,327046,1002,0.17,8,1,0.13,0.21,0.16,"",2001
2242698,327046,1175,0.061,6,1,0.057,0.063,0.061,"",2001
2242691,327046,1122,0.0,6,1,0.0,0.0,0.0,"",2001
2242679,327046,1013,0.02,8,1,0.0,0.12,0.0,"",2001
2242733,327046,1062,241.0,"",49,"","","","",""
2242704,327046,1130,0.1,4,1,0.07,0.14,0.1,"",2001
2242699,327046,1177,26.0,5,1,20.0,32.0,25.0,"",2001
2242707,327046,1125,0.0,4,1,0.0,0.0,0.0,"",2001
2242719,327046,1217,0.039,4,1,0.038,0.042,0.038,"",2001
2242671,327046,1101,0.064,8,1,0.037,0.11,0.053,"",2001
2242709,327046,1220,0.073,4,1,0.065,0.082,0.072,"",2001
2242713,327046,1225,0.054,4,1,0.049,0.059,0.054,"",2001
2242731,327046,1106,4.0,"",49,"","","","",""
2242716,327046,1213,0.059,4,1,0.054,0.065,0.058,"",2001
2242672,327046,1091,34.0,7,1,27.0,42.0,35.0,"",2001
2242670,327046,1090,15.7,8,1,11.6,18.3,16.1,"",2001
2242724,327046,1210,0.013,4,1,0.007,0.018,0.014,"",2001
2242728,327046,1003,1.06,"",49,0.8,1.32,1.01,"",""
2242687,327046,1120,0.0,6,1,0.0,0.0,0.0,"",2001
2242684,327046,1162,74.7,8,1,55.5,105.0,71.8,"",2001
2242702,327046,1127,0.0,4,1,0.0,0.0,0.0,"",2001
2242715,327046,1212,0.046,4,1,0.041,0.05,0.047,"",2001
2242726,327046,1219,0.052,4,1,0.045,0.056,0.052,"",2001
2242721,327046,1227,0.047,4,1,0.045,0.05,0.046,"",2001
2242696,327046,1167,0.37,6,1,0.251,0.444,0.369,"",2001
2242669,327046,1089,0.24,8,1,0.17,0.34,0.23,"",2001
2242690,327046,1123,122.0,6,1,96.0,150.0,118.0,"",2001
2242722,327046,1215,0.022,4,1,0.016,0.027,0.021,"",2001
2242689,327046,1107,52.0,6,1,32.0,69.0,52.0,"",2001
2242680,327046,1014,0.19,8,1,0.15,0.3,0.18,"",2001
2242664,327046,1004,0.44,8,1,0.11,1.09,0.3,"",2001
2242725,327046,1218,0.03,4,1,0.027,0.034,0.03,"",2001
2242714,327046,1221,0.024,4,1,0.023,0.026,0.024,"",2001
2242694,327046,1165,0.027,2,1,0.015,0.038,0.027,"",2001
2242705,327046,1129,0.0,4,1,0.0,0.0,0.0,"",2001
2242677,327046,1012,4.35,8,1,4.04,4.8,4.24,"",2001
2242700,327046,1109,1.3,4,1,1.28,1.33,1.3,"",2001
2242693,327046,1079,3.0,4,1,2.4,3.8,3.0,"",2001
2242667,327046,1087,35.0,7,1,21.0,44.0,36.0,"",2001
2242718,327046,1222,0.048,4,1,0.045,0.051,0.048,"",2001
2242695,327046,1166,0.025,6,1,0.02,0.03,0.025,"",2001
2242688,327046,1108,0.0,6,1,0.0,0.0,0.0,"",2001
2242692,327046,1009,0.0,4,1,0.0,0.0,0.0,"",2001
2242710,327046,1223,0.113,4,1,0.1,0.127,0.112,"",2001
2242683,327046,1082,0.7,8,1,0.5,0.8,0.7,"",2001
2242686,327046,1184,0.0,8,1,0.0,0.0,0.0,"",2001
2242685,327046,1185,40.3,8,1,33.9,50.3,39.8,"",2001
2242727,327046,1063,8.99,"",4,"","","","",""
2242682,327046,1084,2.3,8,1,1.7,3.0,2.4,"",2001
2242703,327046,1131,0.0,4,1,0.0,0.0,0.0,"",2001
2242732,327046,1008,58.0,"",49,"","","","",""
2242729,327046,1050,12.0,"",4,"","","","",""
2242717,327046,1214,0.055,4,1,0.052,0.061,0.053,"",2001
2242720,327046,1226,0.04,4,1,0.036,0.044,0.039,"",2001
2242668,327046,1098,0.134,8,1,0.077,0.18,0.131,"",2001
13338502,327046,2047,64,"",1,"","","","",""
13338404,327046,2048,58,"",49,"","","","",""
2243117,327198,1002,0.13,7,1,0.1,0.16,0.13,"",2000
2243105,327198,1004,0.18,7,1,0.01,0.32,0.18,"",2000
2243061,327198,1062,141.0,"",49,"","","","",""
2243104,327198,1175,0.04,8,1,0.028,0.068,0.036,"",2000
2243075,327198,1184,0.0,4,1,0.0,0.0,0.0,"",2001
2243081,327198,1211,0.014,2,1,0.014,0.014,0.014,"",2001
2243073,327198,1098,0.085,8,1,0.015,0.204,0.068,"",2000
2243072,327198,1091,17.0,8,1,11.0,24.0,16.0,"",2000
2243114,327198,1227,0.034,2,1,0.031,0.037,0.034,"",2001
2243089,327198,1003,0.82,"",49,0.63,1.0,0.81,"",""
2243068,327198,1075,0.06,8,1,0.0,0.13,0.05,"",2000
2243071,327198,1090,13.0,8,1,8.4,18.2,13.2,"",2000
2243111,327198,1220,0.024,2,1,0.02,0.028,0.024,"",2001
2243090,327198,1007,0.63,7,1,0.45,0.74,0.63,"",2000
2243078,327198,1107,2780.0,8,1,1870.0,4710.0,2740.0,"",2000
2243065,327198,1165,0.049,8,1,0.028,0.08,0.046,"",2000
2243103,327198,1170,0.085,8,1,0.042,0.157,0.071,"",2000
2243085,327198,1222,0.077,2,1,0.071,0.083,0.077,"",2001
2243108,327198,1214,0.024,2,1,0.024,0.024,0.024,"",2001
2243096,327198,1014,0.02,8,1,0.0,0.19,0.0,"",2000
2243074,327198,1101,0.046,8,1,0.037,0.058,0.044,"",2000
2243100,327198,1095,0.44,8,1,0.3,1.2,0.34,"",2000
2243063,327198,1122,0.0,8,1,0.0,0.0,0.0,"",2000
2243115,327198,1082,0.3,8,1,0.1,0.4,0.3,"",2000
2243082,327198,1215,0.01,2,1,0.007,0.013,0.01,"",2001
2243107,327198,1213,0.024,2,1,0.023,0.024,0.024,"",2001
2243076,327198,1185,2.7,4,1,1.6,4.0,2.6,"",2001
2243102,327198,1167,0.694,8,1,0.528,0.76,0.729,"",2000
2243118,327198,1063,7.88,"",4,"","","","",""
2243058,327198,1092,157.0,8,1,76.0,266.0,133.0,"",2000
2243077,327198,1106,232.0,"",49,"","","","",""
2243110,327198,1219,0.027,2,1,0.026,0.028,0.027,"",2001
2243109,327198,1216,0.002,2,1,0.002,0.002,0.002,"",2001
2243083,327198,1217,0.019,2,1,0.017,0.021,0.019,"",2001
2243066,327198,1166,0.027,8,1,0.015,0.036,0.028,"",2000
2243093,327198,1013,0.0,8,1,0.0,0.0,0.0,"",2000
2243067,327198,1177,14.0,7,1,7.0,24.0,15.0,"",2000
2243064,327198,1162,10.9,8,1,3.9,18.4,11.0,"",2000
2243095,327198,1011,2.08,8,1,1.37,2.89,1.83,"",2000
2243062,327198,1120,0.0,8,1,0.0,0.0,0.0,"",2000
2243092,327198,1012,2.4,8,1,1.72,3.0,2.26,"",2000
2243101,327198,1123,32.0,8,1,15.0,51.0,29.0,"",2000
2243060,327198,1008,34.0,"",49,"","","","",""
2243116,327198,1084,0.5,8,1,0.4,0.6,0.6,"",2000
2243057,327198,1093,30.0,8,1,10.0,58.0,27.0,"",2000
2243079,327198,1108,0.0,8,1,0.0,0.0,0.0,"",2000
2243086,327198,1224,0.174,4,1,0.118,0.229,0.175,"",2000
2243119,327198,1050,8.69,"",4,"","","","",""
2243099,327198,1103,1.7,8,1,0.2,3.5,1.3,"",2000
2243112,327198,1221,0.012,2,1,0.011,0.013,0.012,"",2001
2243059,327198,1005,8.16,"",49,"","","","",""
2243094,327198,1010,3.32,8,1,1.57,4.74,3.61,"",2000
2243084,327198,1218,0.012,2,1,0.011,0.012,0.011,"",2001
2243113,327198,1223,0.113,4,1,0.097,0.125,0.115,"",2000
2243098,327198,1087,9.0,8,1,4.0,13.0,10.0,"",2000
2243088,327198,1226,0.016,2,1,0.015,0.016,0.015,"",2001
2243091,327198,1009,0.02,4,1,0.0,0.1,0.0,"",2000
2243087,327198,1225,0.021,2,1,0.021,0.021,0.021,"",2001
2243106,327198,1212,0.017,2,1,0.016,0.018,0.017,"",2001
2243069,327198,1079,0.8,"",4,"","","","",""
2243070,327198,1089,0.38,8,1,0.2,0.64,0.34,"",2000
2243080,327198,1210,0.002,2,1,0.002,0.002,0.002,"",2001
2243097,327198,1051,90.2,7,1,88.8,91.5,90.4,"",2000
2243583,327357,1101,0.047,7,1,0.037,0.061,0.037,"",2000
2243538,327357,1265,0.0,2,1,0.0,0.0,0.0,"",2000
2243527,327357,1271,0.0,2,1,0.0,0.0,0.0,"",2000
2243578,327357,1079,1.5,"",4,"","","","",""
2243563,327357,1213,0.013,4,1,0.0,0.028,0.012,"",2000
2243584,327357,1003,1.06,"",49,0.82,1.26,1.1,"",""
2243564,327357,1214,0.015,4,1,0.0,0.031,0.014,"",2000
2243570,327357,1227,0.016,4,1,0.0,0.035,0.015,"",2000
2243581,327357,1091,26.0,7,1,22.0,30.0,25.0,"",2000
2243568,327357,1221,0.008,4,1,0.0,0.016,0.007,"",2000
2243560,327357,1103,0.0,2,1,0.0,0.1,0.0,"",2001
2243561,327357,1109,0.61,1,1,"","",0.61,"",2000
2243525,327357,1272,0.0,2,1,0.0,0.0,0.0,"",2000
2243619,327357,2016,0.0,"",4,"","","","",""
2243595,327357,1226,0.009,4,1,0.0,0.02,0.007,"",2000
2243569,327357,1223,0.566,4,1,0.49,0.615,0.58,"",2000
2243523,327357,1263,0.0,2,1,0.0,0.0,0.0,"",2000
2243551,327357,1051,89.0,8,1,88.1,89.4,89.2,"",2000
2243556,327357,1167,1.12,8,1,0.812,1.39,1.09,"",2000
2243579,327357,1089,0.3,7,1,0.13,0.45,0.31,"",2000
2243618,327357,2012,0.0,"",4,"","","","",""
2243550,327357,1014,0.0,8,1,0.0,0.0,0.0,"",2000
2243597,327357,1211,0.008,4,1,0.0,0.019,0.006,"",2000
2243615,327357,1315,0.0,"",4,"","","","",""
2243617,327357,2009,0.0,"",4,"","","","",""
2243598,327357,1215,0.005,4,1,0.0,0.013,0.004,"",2000
2243533,327357,1262,0.0,2,1,0.0,0.0,0.0,"",2000
2243607,327357,1301,0.0,2,1,0.0,0.0,0.0,"",2000
2243622,327357,2023,0.0,"",4,"","","","",""
2243574,327357,1106,21.0,"",49,"","","","",""
2243532,327357,1260,0.0,2,1,0.0,0.0,0.0,"",2000
2243609,327357,1267,0.0,2,1,0.0,0.0,0.0,"",2000
2243544,327357,1293,0.0,"",4,"","","","",""
2243582,327357,1098,0.082,7,1,0.021,0.175,0.047,"",2000
2243577,327357,1075,0.0,8,1,0.0,0.0,0.0,"",2000
2243555,327357,1126,0.04,1,1,"","",0.04,"",2000
2243524,327357,1264,0.0,2,1,0.0,0.0,0.0,"",2000
2243580,327357,1090,8.8,7,1,7.8,9.4,8.9,"",2000
2243557,327357,1170,0.185,8,1,0.123,0.259,0.185,"",2000
2243591,327357,1218,0.006,4,1,0.0,0.014,0.006,"",2000
2243542,327357,1270,0.0,2,1,0.0,0.0,0.0,"",2000
2243599,327357,1165,0.034,8,1,0.027,0.049,0.028,"",2000
2243553,327357,1123,130.0,8,1,63.0,245.0,110.0,"",2000
2243587,327357,1012,1.39,8,1,1.18,1.54,1.4,"",2000
2243545,327357,1005,9.18,"",49,"","","","",""
2243535,327357,1217,0.01,4,1,0.0,0.021,0.009,"",2000
2243534,327357,1162,2.9,8,1,2.4,3.4,2.9,"",2000
2243540,327357,1268,0.0,2,1,0.0,0.0,0.0,"",2000
2243546,327357,1008,39.0,"",49,"","","","",""
2243552,327357,1087,2.0,7,1,0.0,6.0,0.0,"",2000
2243593,327357,1224,0.032,4,1,0.0,0.068,0.029,"",2000
2243520,327357,1092,131.0,7,1,74.0,166.0,149.0,"",2000
2243594,327357,1225,0.01,4,1,0.0,0.023,0.009,"",2000
2243543,327357,1292,0.0,"",4,"","","","",""
2243541,327357,1269,0.0,2,1,0.0,0.0,0.0,"",2000
2243530,327357,1279,0.0,2,1,0.0,0.0,0.0,"",2000
2243566,327357,1219,0.012,4,1,0.0,0.025,0.01,"",2000
2243586,327357,1009,0.07,4,1,0.0,0.15,0.07,"",2000
2243608,327357,1334,0.0,2,1,0.0,0.0,0.0,"",2000
2243620,327357,2018,0.0,"",4,"","","","",""
2243602,327357,1002,0.17,8,1,0.13,0.2,0.18,"",2000
2243589,327357,1184,0.0,4,1,0.0,0.0,0.0,"",2001
2243590,327357,1185,2.0,4,1,1.3,2.5,2.0,"",2001
2243611,327357,1085,0.13,2,1,0.12,0.14,0.13,"",2000
2243573,327357,1127,0.03,1,1,"","",0.03,"",2000
2243536,327357,1258,0.0,"",4,"","","","",""
2243613,327357,1050,9.42,"",4,"","","","",""
2243604,327357,1082,0.6,8,1,0.2,1.0,0.6,"",2000
2243572,327357,1122,0.0,8,1,0.0,0.0,0.0,"",2000
2243606,327357,1300,0.0,2,1,0.0,0.0,0.0,"",2000
2243558,327357,1175,0.025,8,1,0.012,0.036,0.026,"",2000
2243621,327357,2022,0.0,"",4,"","","","",""
2243571,327357,1120,117.0,8,1,85.0,159.0,109.0,"",2000
2243526,327357,1278,0.0,2,1,0.0,0.0,0.0,"",2000
2243588,327357,1013,0.0,8,1,0.0,0.0,0.0,"",2000
2243522,327357,1261,0.0,2,1,0.0,0.0,0.0,"",2000
2243605,327357,1299,0.0,2,1,0.0,0.0,0.0,"",2000
2243614,327357,1314,0.0,"",4,"","","","",""
2243575,327357,1107,199.0,8,1,114.0,331.0,184.0,"",2000
2243623,327357,2025,0.0,"",4,"","","","",""
2243521,327357,1093,13.0,7,1,5.0,17.0,15.0,"",2000
2243601,327357,1177,6.0,8,1,3.0,8.0,7.0,"",2000
2243585,327357,1007,0.48,8,1,0.35,0.6,0.48,"",2000
2243565,327357,1216,0.005,4,1,0.0,0.012,0.004,"",2000
2243531,327357,1259,0.0,2,1,0.0,0.0,0.0,"",2000
2243610,327357,1273,0.0,2,1,0.0,0.0,0.0,"",2000
2243539,327357,1266,0.0,2,1,0.0,0.0,0.0,"",2000
2243567,327357,1220,0.008,4,1,0.0,0.017,0.007,"",2000
2243537,327357,1062,163.0,"",49,"","","","",""
2243528,327357,1276,0.0,2,1,0.0,0.0,0.0,"",2000
2243529,327357,1277,0.0,2,1,0.0,0.0,0.0,"",2000
2243549,327357,1011,1.67,8,1,1.26,2.17,1.64,"",2000
2243596,327357,1210,0.005,4,1,0.0,0.011,0.004,"",2000
2243547,327357,1004,0.28,8,1,0.01,0.7,0.2,"",2000
2243562,327357,1212,0.008,4,1,0.0,0.018,0.007,"",2000
2243600,327357,1166,0.027,8,1,0.02,0.03,0.028,"",2000
2243592,327357,1222,0.015,4,1,0.0,0.035,0.012,"",2000
2243548,327357,1010,4.83,8,1,4.23,5.25,4.85,"",2000
2243576,327357,1108,0.0,8,1,0.0,0.0,0.0,"",2000
2243603,327357,1084,0.9,8,1,0.7,1.0,0.9,"",2000
2243616,327357,1317,0.0,"",4,"","","","",""
2243554,327357,1125,0.01,1,1,"","",0.01,"",2000
2243559,327357,1095,0.21,7,1,0.14,0.31,0.19,"",2000
2243612,327357,1063,7.89,"",4,"","","","",""
13338503,327357,2047,43,"",1,"","","","",""
13338405,327357,2048,39,"",49,"","","","",""
2243976,327501,1221,0.011,3,1,0.01,0.012,0.011,"",2001
2243935,327501,1091,23.0,8,1,22.0,25.0,23.0,"",2001
2243951,327501,1218,0.011,3,1,0.01,0.013,0.011,"",2001
2243931,327501,1075,0.0,4,1,0.0,0.0,0.0,"",2001
2243963,327501,1087,43.0,8,1,37.0,57.0,42.0,"",2001
2243968,327501,1170,0.261,8,1,0.19,0.383,0.233,"",2001
2243964,327501,1092,166.0,8,1,147.0,188.0,164.0,"",2001
2243944,327501,1162,59.1,8,1,51.8,65.6,58.0,"",2001
2243942,327501,1012,2.36,8,1,1.86,2.7,2.48,"",2001
2243947,327501,1177,25.0,8,1,8.0,68.0,17.0,"",2001
2243982,327501,1217,0.051,3,1,0.016,0.12,0.017,"",2001
2243978,327501,1227,0.032,3,1,0.03,0.035,0.031,"",2001
2243938,327501,1101,0.029,8,1,0.017,0.041,0.028,"",2001
2243970,327501,1212,0.014,3,1,0.01,0.017,0.016,"",2001
2243934,327501,1090,10.7,8,1,10.0,11.7,10.6,"",2001
2243987,327501,1050,10.6,"",4,"","","","",""
2243960,327501,1011,2.02,8,1,1.01,2.56,2.17,"",2001
2243981,327501,1062,196.0,"",49,"","","","",""
2243984,327501,1084,1.8,4,1,1.7,1.9,1.8,"",2001
2243952,327501,1222,0.028,3,1,0.025,0.03,0.029,"",2001
2243956,327501,1184,0.0,8,1,0.0,0.0,0.0,"",2001
2243967,327501,1167,0.425,8,1,0.353,0.469,0.428,"",2001
2243959,327501,1010,4.19,8,1,3.28,5.22,4.02,"",2001
2243950,327501,1215,0.007,3,1,0.007,0.007,0.007,"",2001
2243937,327501,1098,0.064,8,1,0.03,0.104,0.059,"",2001
2243946,327501,1166,0.051,8,1,0.034,0.064,0.053,"",2001
2243986,327501,1063,8.57,"",4,"","","","",""
2243948,327501,1210,0.008,3,1,0.007,0.01,0.007,"",2001
2243955,327501,1226,0.153,3,1,0.13,0.168,0.162,"",2001
2243965,327501,1095,0.11,8,1,0.06,0.32,0.08,"",2001
2243980,327501,1008,47.0,"",49,"","","","",""
2243966,327501,1103,0.0,4,1,0.0,0.1,0.0,"",2001
2243961,327501,1014,0.0,8,1,0.0,0.0,0.0,"",2001
2243969,327501,1175,0.079,8,1,0.054,0.129,0.07,"",2001
2243933,327501,1089,0.33,8,1,0.11,0.91,0.23,"",2001
2243973,327501,1216,0.009,3,1,0.007,0.01,0.01,"",2001
2243975,327501,1220,0.099,3,1,0.089,0.107,0.1,"",2001
2243954,327501,1225,0.02,3,1,0.019,0.021,0.02,"",2001
2243972,327501,1214,0.032,3,1,0.03,0.035,0.032,"",2001
2243953,327501,1224,0.242,3,1,0.056,0.6,0.071,"",2001
2243940,327501,1007,0.43,8,1,0.37,0.53,0.41,"",2001
2243962,327501,1051,86.7,8,1,85.5,87.9,86.6,"",2001
2243958,327501,1004,0.15,8,1,0.05,0.31,0.13,"",2001
2243974,327501,1219,0.022,3,1,0.02,0.025,0.022,"",2001
2243971,327501,1213,0.025,3,1,0.02,0.028,0.026,"",2001
2243945,327501,1165,0.068,8,1,0.027,0.116,0.063,"",2001
2243979,327501,1005,11.8,"",49,"","","","",""
2243941,327501,1009,0.0,1,1,"","",0.0,"",2001
2243949,327501,1211,0.016,3,1,0.013,0.02,0.015,"",2001
2243936,327501,1093,9.0,8,1,0.0,21.0,8.0,"",2001
2243983,327501,1002,0.14,8,1,0.11,0.17,0.15,"",2001
2243977,327501,1223,0.12,3,1,0.107,0.132,0.12,"",2001
